"Trattato di pittura, composto per Francesco Lancilotti ... Da rarissima stampa con nuova impressione a novella vita richiamata,","gri.ark:/13960/t5j99jx68"
"Carleton Grange : a novel /--- v.2","uiuo.ark:/13960/t6h13gm9s"
"One mile past dangerous curve : a novel /","mdp.39015060574319"
"Out of the foam. A novel.","uc2.ark:/13960/t3707x17f"
"Kilmeny; a novel,","uc2.ark:/13960/t9571nn7c"
"The tenants of Malory : a novel /--- v.3","uc2.ark:/13960/t4mk6789f"
"The shepherd of the hills a novel /","aeu.ark:/13960/t0vq48j6p"
"Five hundred pounds reward. A novel.--- v.3","uiuo.ark:/13960/t4kk9zm3j"
"Trilby : a novel /","uc2.ark:/13960/t6tx3858r"
"Quisanté : a novel /","coo1.ark:/13960/t8mc9gk1p"
"Millbank ; or Roger Irving's Ward : a novel /","uc2.ark:/13960/t0dv1ct2s"
"The risen dead : a novel /--- v.2","uiuo.ark:/13960/t18k7wh30"
"Randolph : a novel / by the author of Logan and Seventy-six--- v. 1","uc2.ark:/13960/t8pc2vd0g"
"Poste restante : a novel /--- v.1","uiuo.ark:/13960/t4xh01128"
"Creatures of circumstance, a novel.--- v.1","uiuo.ark:/13960/t4vh61x6h"
"Lieutenant Barnabas : a novel /--- v.1","uiuo.ark:/13960/t9g44zp8x"
"Running the gauntlet : a novel /--- v.2","uiuo.ark:/13960/t1kh18152"
"Agnes Arnold : a novel /--- v.3","uiuo.ark:/13960/t3bz6q25n"
"Doctor Bryson ; a novel,","uc2.ark:/13960/t12n50w6p"
"Guy Mervyn; a novel.--- v.2","uiuo.ark:/13960/t9t158m3s"
"On both sides; a novel,","nyp.33433074800388"
"The armourer's daughter : or, The border riders. a novel.--- v.2","uiuo.ark:/13960/t5gb2rd06"
"Leah Mordecai. A novel.","nyp.33433082175997"
"Pen Owen [a novel] ...--- v.1","uiuo.ark:/13960/t72v31z3h"
"He and Hecuba : a novel /","uc2.ark:/13960/t4hm52v53"
"The head of the family : a novel /","uc2.ark:/13960/t9t14xb64"
"Major Matterson of Kentucky. A novel.","uc1.aa0001205103"
"The separation : a novel /--- v. 3","uc1.b3321464"
"Charlotte's inheritance : a novel /--- v.2","uiuo.ark:/13960/t44q8f849"
"The broom of the war-god : a novel /","uc2.ark:/13960/t4sj1f58d"
"The fifth wheel; a novel,","uc2.ark:/13960/t0ht2hw0b"
"The shoulders of Atlas; a novel,","uc2.ark:/13960/t6736nc2p"
"The balance; a novel of today,","uc2.ark:/13960/t2697039n"
"Laura Erle : a novel /--- v.3","uiuo.ark:/13960/t6d22fb5w"
"Dumaresq's daughter : a novel /--- v.1","uiuo.ark:/13960/t0ft8tg5r"
"Diana Wentworth, a novel,--- v.3","uiuo.ark:/13960/t7dr37725"
"Doctor Sphinx, a novel,","hvd.hc4mp6"
"The long road [a novel]","uc2.ark:/13960/t4jm26371"
"Lope de Rueda : comedia novelesca en tres actos y en prosa /--- v. 158, no. 8","nc01.ark:/13960/t0gt6qs4m"
"The Hermit : a novel /--- v.1","uiuo.ark:/13960/t17m0vk3v"
"Shandon bells; a novel.--- v.2","uc2.ark:/13960/t0cv4qk2m"
"A lucky young woman. A novel.--- v.1","uiuo.ark:/13960/t2794t528"
"The professor's experiment : a novel /--- v.2","uiuo.ark:/13960/t1qf96s27"
"Margaret Capel. A novel.--- v.1","uiuo.ark:/13960/t4wh37d6f"
"Sketches of character : or, Specimens of real life : a novel.--- v.3","uiuo.ark:/13960/t8w95t64m"
"The unpardonable sin; a novel,","uc2.ark:/13960/t7sn01n5r"
"The Cameronians : a novel / By James Grant.--- v.001","uc2.ark:/13960/t4wh2g92p"
"Eve a novel /","aeu.ark:/13960/t10p1pv38"
"Gloria mundi, a novel","uc2.ark:/13960/fk0ms3jz79"
"Passing the love of women : a novel /--- v.3","uiuo.ark:/13960/t6nz8t53n"
"Faith Brandon : a novel /","uc2.ark:/13960/t3gx46m29"
"La novela moderna en Espana : Conferencia dada el 9 de Febrero de 1914 en la Unión de damas españolas.","uc1.b2859195"
"Four-oaks: a novel,","nnc1.1002158965"
"On the seaboard; a novel of the Baltic Islands,","mdp.39015000534241"
"Waldfried: a novel,","uc2.ark:/13960/t6j09zq38"
"No name. A novel.","nc01.ark:/13960/t8gf1nx43"
"Mr. Chaine's sons : a novel /--- v.3","uiuo.ark:/13960/t1hh75b60"
"Godolphin, a novel.--- v.1","uiuo.ark:/13960/t5gb2s07m"
"A lion among the ladies : a novel.--- v.1","uiuo.ark:/13960/t70v8vm6p"
"Julia France and her times; a novel,","uc2.ark:/13960/t04x55d53"
"Colonel Enderby's wife : a novel /--- v.2","uiuo.ark:/13960/t1dj5xh03"
"Queenie's whim : a novel By Rosa Nouchette Carey ... In three volumes.--- v.1","uiuo.ark:/13960/t4jm2r651"
"King Solomon's mines : a novel /","osu.32435001437490"
"The race for wealth : a novel /--- v.2","dul1.ark:/13960/t56d6m80g"
"The gambler's wife, a novel.--- v.1","uc2.ark:/13960/t1kh0kh08"
"Continental adventures. A novel ...--- v.2","uiuo.ark:/13960/t4xh03091"
"The captives; a novel in four parts.","uc2.ark:/13960/t9377c977"
"A false start : a novel /--- v.1","uiuo.ark:/13960/t0vq3kb1x"
"The eternal maiden : a novel /","uc2.ark:/13960/t96689j3k"
"Anthony Melgrave [a novel]","osu.32435018104737"
"Black butterflies; a novel,","loc.ark:/13960/t6543bx17"
"Vanity fair, a novel without a hero.","uc1.b4102449"
"John Worthington's name. A novel.","njp.32101067707909"
"The upheaval in far Cathay : a novel.","coo1.ark:/13960/t0ft94h2v"
"The power of gold. A novel.--- v.2","uiuo.ark:/13960/t09w11g9z"
"La novela de la sangre (novela histórica argentina)","yale.39002085408988"
"Max, a novel,","uc2.ark:/13960/t6j102c3z"
"George Hern. A novel.--- v.2","uiuo.ark:/13960/t6tx3q616"
"Fitzgeorge : a novel.--- v.2","uiuo.ark:/13960/t6qz2w48s"
"Reginald Archer. A novel.","uc2.ark:/13960/t1kh0g75v"
"The rajah's heir, a novel ...--- v.1","uiuo.ark:/13960/t1pg2911h"
"The talisman, dramatized from Sir Walter Scott's ... a novel... ","loc.ark:/13960/t3kw6px5x"
"The silver whistle; a novel,--- v.1","uiuo.ark:/13960/t0cv4w656"
"The wild olive : a novel /","uc2.ark:/13960/fk7xk8535b"
"Empty pockets : a novel /","hvd.hx2zt1"
"Creatures of circumstance, a novel.--- v.3","uiuo.ark:/13960/t3zs37p9k"
"Sabina Zembra, a novel--- v.2","uc2.ark:/13960/t6rx9gk2c"
"The lost name; a novelette,","njp.32101068166964"
"At her mercy. A novel /--- v.2","uiuo.ark:/13960/t3gx4z54j"
"Woman's devotion : a novel.--- v.1","uiuo.ark:/13960/t5v70300k"
"The society in search of truth; or, Stock gambling in San Francisco. A novel.","coo1.ark:/13960/t0ft94d30"
"The gilded chair a novel /","aeu.ark:/13960/t6350716b"
"This mortal coil a novel /","aeu.ark:/13960/t4qj7r142"
"Wheat and tares : a novel /","osu.32435018262550"
"The duchess of Powysland a novel /","aeu.ark:/13960/t6h13b96n"
"Carried by storm : a novel /","uc2.ark:/13960/t9765dh41"
"Evan Harrington. A novel.","uc2.ark:/13960/t9862r104"
"Lindisfarn Chase. A novel.","uc2.ark:/13960/t9668k43h"
"The morals of Marcus Ordeyne; a novel,","uc2.ark:/13960/t37082d01"
"At home and abroad; or, Memoirs of Emily de Cardonnell, a novel.--- v.3","iau.31858012139188"
"The repentance of Paul Wentworth. A novel.--- v.1","uiuo.ark:/13960/t77s8bf95"
"Beauty and Nick, a novel of the stage and the home--the artistic temperament in fateful action.","hvd.hwk9rt"
"Broken to the plow, a novel","uc2.ark:/13960/t7fq9rj15"
"The heart of Jane Warner; a novel--- v.1","coo.31924013496777"
"The occupations of a retired life : a novel /--- v.2","uiuo.ark:/13960/t7mp5n506"
"Florence, or, The aspirant : a novel.--- v.3","uiuo.ark:/13960/t1pg29b6z"
"Agatha; or, A narrative of recent events. A novel.--- v. 2","nyp.33433112043702"
"Home. A novel.--- v.1","uiuo.ark:/13960/t22b9bx7f"
"Esequie di Luigi I. cattolico re delle Spagne : celebrate in Firenze nella chiesa di S. Maria Novella de' PP. Predicatori il dì XXVI. di ottobre MDCCXXIV. dal reverendiss. padre fr. Salvatore Ascanio del medesimo ordine /","gri.ark:/13960/t6ww7wh70"
"Tono Bungay; a novel,","coo1.ark:/13960/t5q81wm8h"
"At the mercy of Tiberius, a novel,","uc2.ark:/13960/fk0gt5fc9m"
"El motín de los retablos : novela inédita /","nc01.ark:/13960/t5j96fg24"
"Her dearest foe; a novel,","hvd.hnn5f4"
"Trumps. A novel.","uc2.ark:/13960/t9b56pq6z"
"Fair harbor : a novel /","hvd.hn2inw"
"Manners: a novel ... In two volumes.--- v.1","mdp.39015065444757"
"The gentleman in debt; a novel.--- v.2","nnc1.1002269686"
"Two pardons : a novel /--- v.3","uiuo.ark:/13960/t78s5cz42"
"Desmond : a novel, in two volumes /--- v.2","dul1.ark:/13960/t5w677433"
"Things by their right names : a novel /--- v.1","uiuo.ark:/13960/t0jt09n5p"
"Bressant, a novel,","uc2.ark:/13960/t1hh6cf2h"
"So near akin : a novel /--- v.2","uiuo.ark:/13960/t9m333b2q"
"Love lost, but honour won; a novel.--- v.3","uiuo.ark:/13960/t9n30dj0b"
"The grain of dust; a novel.","uc2.ark:/13960/t6445k11x"
"Julia France and her times; a novel,","coo1.ark:/13960/t8gf1cm0t"
"Mildred Arkell : a novel /--- v.2","uc2.ark:/13960/t16m38881"
"Harden Hall, or, The three proposals : a novel /--- v.2","uiuo.ark:/13960/t6qz2n71v"
"Torwood's trust. A novel.--- v.3","uiuo.ark:/13960/t4kk9pn1q"
"A Woman of Mind. A novel.--- v.3","uiuo.ark:/13960/t2988wc51"
"The wizard's son : a novel /--- v.3","uiuo.ark:/13960/t6b28fq5g"
"When Egypt went broke: a novel","uc2.ark:/13960/t84j0bh32"
"Evelyn's folly : a novel /","osu.32435001712934"
"The golden poppy a novel /","aeu.ark:/13960/t9g45x922"
"The bosom friend : a novel /--- v.1","uiuo.ark:/13960/t4qj7x89p"
"The amulet; a novel,","uc2.ark:/13960/t3vt1r765"
"The cross of Berny : or, Irene's lovers. A novel /","miun.afd7387.0001.001"
"The Swallow; a novel based upon the actual experiences of one of the survivors of the famous Lafayette escadrille,","uc2.ark:/13960/t6ww78z00"
"Missy. A novel.","uc2.ark:/13960/t6057d90t"
"Dacre: a novel--- v.1","uc2.ark:/13960/t4wh2kp78"
"Keith's wife. A novel.--- v.3","uiuo.ark:/13960/t4fn1k19p"
"The thirteenth commandment; a novel,","mdp.39015063932738"
"Kismet; a novel.--- v.2","hvd.hn1vlv"
"The pastor's fire-side; a novel.--- v.2","uc2.ark:/13960/t6348m083"
"A woman's vengeance. A novel /--- v.2","uiuo.ark:/13960/t5p84xb9n"
"The opposite house : a novel /","nc01.ark:/13960/t74t7cx8d"
"The haute noblesse, a novel.","hvd.hn1nli"
"Briseis; a novel,","coo1.ark:/13960/t9q24g47z"
"St. Martin's eve : a novel /","uc2.ark:/13960/t2891f916"
"La novela del renacimiento.","uc1.$b780478"
"Belinda, a novel,","uc2.ark:/13960/t1td9qp73"
"Behind the arras. A novel.","uc2.ark:/13960/t77s7jx44"
"The village pastor and his children : A novel. : Four volumes in two. /--- v. 1","nyp.33433075747885"
"Mayfair to Millbank : a novel.--- v.3","uiuo.ark:/13960/t3jw8ts57"
"Fallen fortunes : a novel /","uc2.ark:/13960/t6vx0j09g"
"Rhoda : a novel.--- v.2","uiuo.ark:/13960/t5gb2q552"
"Through night to light. A novel.","uc2.ark:/13960/t5x63nt3t"
"Peers and parvenus : a novel /--- v.3","uc2.ark:/13960/t6vx06w33"
"The jilt : a novel /","uc2.ark:/13960/t7pn96w7d"
"Sanna : a novel /","nyp.33433076056989"
"Mountain blood : a novel /","nyp.33433076092505"
"A fair Saxon; a novel.","hvd.hnp4y7"
"The Anglo-Irish of the nineteenth century. A novel ...--- v.2","uc2.ark:/13960/t3st7gt5n"
"Judgment, a novel","uc2.ark:/13960/t9d50hf93"
"Running the gauntlet : a novel /--- v.1","uiuo.ark:/13960/t4dn4t558"
"The king's mirror; a novel,","uc2.ark:/13960/t0tq5rt07"
"The barrier; a novel,","uc2.ark:/13960/t4th8c03j"
"The silence of Dean Maitland : a novel /--- v.1","uiuo.ark:/13960/t72v36j8m"
"Mr. Vaughan's heir. A novel.","uc2.ark:/13960/t8nc5v42p"
"But the morning will come, a novel.","mdp.39015043810426"
"The root of evil, a novel.","uc2.ark:/13960/t0bv7bs9z"
"The ordeal; a novel ...--- v.2","uiuo.ark:/13960/t03x8vb0w"
"Home. A novel.--- v.4","uiuo.ark:/13960/t9k364f0b"
"Bella donna; a novel,","uc2.ark:/13960/t41r6rm7m"
"Cousin Geoffrey, the old bachelor; a novel, to which is added Claude Stocq.","uc2.ark:/13960/t6542t34b"
"Ralph Wilton's weird; a novel,","nyp.33433074849310"
"The partisan leader: a novel, and an apocalypse of the origin and struggles of the southern confederacy.","nc01.ark:/13960/t1gj0np0r"
"Three feathers. A novel.--- v.3","uc2.ark:/13960/t5k93dc12"
"The miracles of Antichrist; a novel,","coo1.ark:/13960/t8v98qg39"
"The monks of Thelema : a novel /--- v.3","uiuo.ark:/13960/t5bc47r29"
"The lunatic at large; a novel,","uc2.ark:/13960/t19k4841t"
"A life awry : a novel /--- v.2","uiuo.ark:/13960/t1pg28m9k"
"Utterly mistaken : a novel /--- v.1","uiuo.ark:/13960/t6g16g39w"
"Jewel sowers, a novel.","nyp.33433074946165"
"Self-dependance : a novel.--- v.1","uiuo.ark:/13960/t4bp0qd3d"
"When the dead walk : a novel /","hvd.hn1hzw"
"Bessy Rane. A novel.--- v.0001","uc2.ark:/13960/t3mw2f986"
"Prudence Palfrey; a novel.","hvd.hwjsnk"
"Pity the poor blind; a novel,","nyp.33433074936786"
"Damaris; a novel,","mdp.39015063550043"
"Two pardons : a novel /--- v.1","uiuo.ark:/13960/t75t4987r"
"Poems on several occasions. ; To which is added, the History of Mr Wallace. : A novel. /","inu.30000115388757"
"Sir Arthur Bouverie : a novel /--- v.2","uiuo.ark:/13960/t1wd4g74n"
"The invader; a novel,","uc2.ark:/13960/t3xs5jw8z"
"Stretton, A novel.--- v.2","uc2.ark:/13960/t5db80v4h"
"Aaron the Jew : a novel /--- v.1","uiuo.ark:/13960/t21c2ns49"
"The settler; a novel,","uc2.ark:/13960/t76t0j86z"
"Mr. Peters : a novel /","uc2.ark:/13960/t16m3369j"
"The intriguers, a novel,","uc2.ark:/13960/t7hq3tn1p"
"Isabella. A novel.--- v.2","uc2.ark:/13960/t0xp71479"
"Bluebell, a novel","aeu.ark:/13960/t6xw4tn8m"
"Queed, a novel,","hvd.32044090073586"
"Approaches : the poor scholar's quest of a Mecca : a novel in three volumes /--- v.1","uiuo.ark:/13960/t8df78677"
"Miss Wentworth's idea : a novel /--- v.1","uiuo.ark:/13960/t6d22k211"
"The grandee, a novel.","uc2.ark:/13960/t3pv6f55r"
"A gentleman of leisure, a novel,","uc2.ark:/13960/t3jw87q2v"
"Honor Ormthwaite; a novel,","nyp.33433074879390"
"He--""With all my worldly goods I thee endow,"" She--""But, what is written in the law, how readest thou?"" : a novel /","nyp.33433074904867"
"The history of myself and my friend; a novel.--- v.3","uiuo.ark:/13960/t2m623x3j"
"Country quarters : a novel /--- v.3","uiuo.ark:/13960/t55d9372m"
"The god in the car; a novel,","uc2.ark:/13960/t7kp7zg1w"
"The Ogilvies. A novel.","uc2.ark:/13960/t06w98d54"
"Hugh Worthington : a novel /","uc2.ark:/13960/t0tq5s91d"
"De Romana Republica, sive, De re militari & civili Romanorum, ad explicandos scriptores antiquos /","gri.ark:/13960/t7bs1dz8h"
"Talbot Hall : a novel.--- v.3","uiuo.ark:/13960/t42r43s7j"
"The Lacy diamonds. A novel.","uc2.ark:/13960/t6251g582"
"Border Canucks our friendly relations, a novel /","aeu.ark:/13960/t7cr6953d"
"By right of conquest; a novel,","uc2.ark:/13960/t3jw8839k"
"Broken wedding ring; a novel,","uc2.ark:/13960/t3610zd4q"
"The visioning; a novel","coo1.ark:/13960/t3611kx67"
"The golden calf : a novel /--- v.3","uiuo.ark:/13960/t5gb2n32w"
"The heart of us a novel /","aeu.ark:/13960/t3vt2zk32"
"Tamara : a novel of imperial Russia /","uc1.$b63786"
"The willow-garth. A novel.--- v.1","uiuo.ark:/13960/t4nk3rr17"
"Rhoda : a novel.--- vol.3","njp.32101038161780"
"A voyage of discovery; a novel of American society.--- v.2","uiuo.ark:/13960/t05x2kb8s"
"Calthorpe; or, Fallen fortunes. A novel.--- v.2","uiuo.ark:/13960/t9183p956"
"The house by the sea, a novel.","mdp.39015003972497"
"Miss Bellard's inspiration; a novel,","coo1.ark:/13960/t9p27fm65"
"To him that hath : a novel of the West of today /","uc2.ark:/13960/t5w66c150"
"Home, sweet home : a novel /--- v.3","dul1.ark:/13960/t5v706305"
"Far above rubies. A novel.--- v.3","uiuo.ark:/13960/t7mp5np79"
"Clare Strong : a novel /--- v.2","uiuo.ark:/13960/t2x35587p"
"The single-code girl : a novel /","uc2.ark:/13960/t7jq0vv9t"
"The sons of the viscount and the daughters of the earl. A novel, depicting recent scenes in fashionable life.--- v.3","uiuo.ark:/13960/t9377qb6b"
"Rank and talent : a novel /--- v.2","uiuo.ark:/13960/t8pc3qp6p"
"Love's labour won : a novel /--- v.1","uiuo.ark:/13960/t0jt0264g"
"The Cameron pride : or, Purified by suffering : a novel /","uc2.ark:/13960/t24b2z73z"
"From l8 to 20 : a novel /","nyp.33433076029705"
"In the ""Stranger people's"" country; a novel","mdp.39015030152030"
"Far above rubies. A novel.--- v.2","uiuo.ark:/13960/t9b576b8k"
"Silent children, a novel.","mdp.39015065549308"
"The young bride. A novel. : By Mrs. Briscoe. In three volumes.--- v.3","uiuo.ark:/13960/t9765rp3x"
"Splendid misery : a novel : in three volumes /--- v.3","ucw.ark:/13960/t3ws8tk63"
"A desperate woman : a novel /","uiuo.ark:/13960/t8rb6zs7t"
"A man's conscience. A novel,","uc2.ark:/13960/t89g5rd7c"
"The knight-errant a novel of today /","aeu.ark:/13960/t70w0c876"
"The cryptogram : a novel /","uc2.ark:/13960/t6vx06n4f"
"Strangers and pilgrims : a novel /--- v.1","uiuo.ark:/13960/t3417hh75"
"The maids of Paradise a novel","uc2.ark:/13960/t21c1tt9v"
"An imperative duty : a novel /","mdp.39015014204781"
"At the gate of Samaria : a novel.","uc2.ark:/13960/t6930vq5f"
"The woman in white : a novel /","nc01.ark:/13960/t4km0503w"
"The mills of the gods : a novel /","uc2.ark:/13960/t48p6133r"
"The wife and the mistress. A novel ...--- v. 4","uiuo.ark:/13960/t87h28x2g"
"Ishmael ; a novel.","uc2.ark:/13960/t6tx3cq3r"
"The soul of the bishop : a novel : in two volumes /--- v.1","uiuo.ark:/13960/t78s5cv0s"
"The old order changeth : a novel.","nyp.33433074881198"
"The Bostonians : a novel /--- v.1","mdp.39015058010268"
"A child of the menhir : a novel /--- v.1","uiuo.ark:/13960/t19k4nf8s"
"The woman in white : a novel /","uva.x002521092"
"Arthur Carryl, a novel,","uc2.ark:/13960/t3pv6c60z"
"Llewellen, or, The vale of Phlinlimmon: : a novel. In three volumes.--- v.2","uiuo.ark:/13960/t8kd2jc54"
"Love and liking : a novel /--- v.1","uiuo.ark:/13960/t6737dn8n"
"Fenton's quest : a novel /--- v.3","uiuo.ark:/13960/t3qv42c6x"
"Honour's worth, or, The cost of a vow : a novel /--- v.1","uiuo.ark:/13960/t8qc0m848"
"Monica; a novel ... In three volumes.--- v.1","uiuo.ark:/13960/t4dn4j50j"
"Ethelyn's mistake; or, The home in the West; a novel.","miun.abx8055.0001.001"
"Fate knocks at the door; a novel,","coo1.ark:/13960/t6h13kj94"
"Ringfield a novel /","aeu.ark:/13960/t8bg40572"
"Agatha's husband; a novel.--- v.2","uiuo.ark:/13960/t0qr54j70"
"Rainbow gold, a novel.--- v.1","coo.31924013528959"
"Trajan: the history of a sentimental young man, with some episodes in the comedy of many lives' errors.  A novel.","hvd.hn1nfm"
"Characteristics : a novel /","coo1.ark:/13960/t11n8nn67"
"Carleton Grange : a novel /--- v.3","uiuo.ark:/13960/t7zk5t18d"
"The professor and his daughters : a novel /--- v.1","uiuo.ark:/13960/t0ht38q9x"
"The fortune hunter, or, The adventures of a man about town : a novel of New York society /","hvd.32044012614988"
"The uncalled : a novel /","hvd.hn1wu6"
"The armourer's daughter : or, The border riders. a novel.--- v.3","uiuo.ark:/13960/t20c5m89d"
"Don Balasco of Key West; a novel,","uc2.ark:/13960/t27943354"
"Ada Triscott a novel /","aeu.ark:/13960/t45q5m762"
"Per la storia della novella italiana nel secolo XVII : note /","uc1.b3769108"
"On both sides. A novel.","njp.32101067629046"
"Granby. : A novel.--- v.3","uiuo.ark:/13960/t02z1tr07"
"The old vicarage : a novel /--- v.002","uc2.ark:/13960/t0tq5t27k"
"Highland cousins; a novel,","mdp.39015063747938"
"Through love to life : a novel /--- v.2","uiuo.ark:/13960/t97667c32"
"Edith Lyle : a novel /","uc2.ark:/13960/t2891313f"
"Stretton of Ringwood Chace : a novel.--- v.3","uiuo.ark:/13960/t0bv8450f"
"Annaline, or Motive-hunting; [a novel].--- v.3","hvd.hwkdbv"
"Beauchamp: or, The error a novel /--- v.3","uiuo.ark:/13960/t7zk5x86t"
"This son of Vulcan : a novel /--- v.1","uiuo.ark:/13960/t5fb5bz07"
"A life's atonement : a novel.--- v.3","uiug.30112052680888"
"Purple and fine linen. A novel.","uc2.ark:/13960/t3ws8j59v"
"The rolling stone : a novel /","uc2.ark:/13960/t5fb4zf8f"
"A voyage of discovery; a novel of American society.--- v.1","uiuo.ark:/13960/t9z03cz3n"
"The small house at Allington. A novel.","coo1.ark:/13960/t3hx1wh6b"
"Prudence Palfrey : a novel /","uc2.ark:/13960/t0pr7n37t"
"East Angels, a novel,","hvd.hn34te"
"Wuthering Heights : a novel /","nyp.33433074931118"
"The uncalled : a novel /","uc2.ark:/13960/t3804z12m"
"Pride and passion a novel /","aeu.ark:/13960/t3029gw3m"
"Constance : a novel.--- v.1","uiuo.ark:/13960/t52f8cg80"
"Chloris of the island a novel /","aeu.ark:/13960/t78s60r46"
"Innocent, her fancy and his fact; a novel,","uc2.ark:/13960/t5bc3wb9s"
"In all shades : a novel /--- v.1","uiuo.ark:/13960/t0xp7815w"
"Young love; a novel.--- v.1","uiuo.ark:/13960/t0pr8fm7f"
"By the light of the soul; a novel.","uc2.ark:/13960/t74t6gg6g"
"The woman in white, a novel,","coo1.ark:/13960/t1dj60g0v"
"Crsus's Widow : A novel.--- v.2","uiuo.ark:/13960/t1cj9273t"
"Les misérables, (The wretched) : a novel /--- pt.3","dul1.ark:/13960/t85h89554"
"In far Lochaber, a novel","hvd.hn1pny"
"The Red court farm : a novel /--- v.3","uiuo.ark:/13960/t7np2r29m"
"The white prophet; a novel,","coo1.ark:/13960/t6737b18r"
"Robert Ord's atonement : a novel /","uiuo.ark:/13960/t8df9n89d"
"The ring and the veil : a novel /--- v.2","uiuo.ark:/13960/t8z89vr6z"
"Restless human hearts : a novel /","uc2.ark:/13960/t1pg1s28r"
"My young master : a novel /","uc2.ark:/13960/t6j09wr7t"
"The spinster : a novel wherein a nineteenth century girl finds her place in the twentieth /","uc2.ark:/13960/t7zk5dt4t"
"Miss Elvester's girls. A novel /--- v.3","uiuo.ark:/13960/t00z7t35s"
"The law and the lady; a novel,--- v.2","uiuo.ark:/13960/t70v8zh15"
"The master of the ceremonies, a novel,--- v.1","uiuo.ark:/13960/t0000hc98"
"Miss Elvester's girls. A novel /--- v.1","uiuo.ark:/13960/t8bg3b01p"
"The yellow flag. A novel.--- v.3","uiuo.ark:/13960/t3708qx4j"
"Almack's : a novel.--- v.1","uiuo.ark:/13960/t9d50wp1x"
"Wuthering heights. A novel,--- v. 3","uiuo.ark:/13960/t00z7vn0z"
"The balance of comfort, or, The old maid and married woman : a novel /--- v.3","uc1.b4104603"
"Heckington; a novel.--- v.1","uiug.30112046407000"
"Ancestors a novel /","aeu.ark:/13960/t9669pj02"
"Horace Chase : a novel /","uc2.ark:/13960/fk2f76695p"
"Man and wife. : A novel /","miun.aan6364.0001.001"
"Forest of Montalbano : a novel /--- v.2","uiuo.ark:/13960/t2k64tj09"
"Romance, a novel","nc01.ark:/13960/t28925t0h"
"Jilted! or, My uncle's scheme. A novel.--- v.1","uiuo.ark:/13960/t6pz5tw8n"
"An american politician : a novel /","pst.000006059712"
"La novela de las horas y de los días (notas íntimas de un pintor)","yale.39002034493420"
"A son of Old Harry : a novel /","nc01.ark:/13960/t2697xx64"
"A minister of the world [a novel]","uc2.ark:/13960/t6sx65026"
"My lady coquette : a novel /--- v.1","uiuo.ark:/13960/t9b57305d"
"Our detachment; a novel.","coo1.ark:/13960/t8w95r081"
"Pen Owen [a novel] ...--- v.3","uiuo.ark:/13960/t3514h787"
